2.400000000000000000e+01,1.150000000000000000e+02,1.480000000000000000e+02,1.590000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,7.460000000000000000e+02,7.470000000000000000e+02,7.680000000000000000e+02,8.280000000000000000e+02,8.300000000000000000e+02,8.730000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.071000000000000000e+03,1.093000000000000000e+03,1.093000000000000000e+03,1.128000000000000000e+03,1.149000000000000000e+03,1.188000000000000000e+03,1.452000000000000000e+03,1.558000000000000000e+03,1.604000000000000000e+03,1.684000000000000000e+03,1.895000000000000000e+03,1.998000000000000000e+03
1.000000000000000000e+00,7.900000000000000000e+01,1.130000000000000000e+02,1.440000000000000000e+02,1.710000000000000000e+02,2.490000000000000000e+02,3.230000000000000000e+02,4.250000000000000000e+02,4.280000000000000000e+02,4.950000000000000000e+02,7.440000000000000000e+02,8.150000000000000000e+02,8.580000000000000000e+02,8.630000000000000000e+02,8.660000000000000000e+02,9.740000000000000000e+02,1.096000000000000000e+03,1.169000000000000000e+03,1.218000000000000000e+03,1.239000000000000000e+03,1.281000000000000000e+03,1.282000000000000000e+03,1.291000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
2.400000000000000000e+01,1.150000000000000000e+02,1.480000000000000000e+02,1.590000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,7.460000000000000000e+02,7.470000000000000000e+02,7.680000000000000000e+02,8.280000000000000000e+02,8.300000000000000000e+02,8.730000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.071000000000000000e+03,1.108000000000000000e+03,1.149000000000000000e+03,1.188000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.452000000000000000e+03,1.558000000000000000e+03,1.604000000000000000e+03,1.684000000000000000e+03,1.895000000000000000e+03,1.998000000000000000e+03
5.600000000000000000e+01,1.910000000000000000e+02,2.130000000000000000e+02,2.450000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,7.340000000000000000e+02,7.550000000000000000e+02,7.680000000000000000e+02,8.280000000000000000e+02,8.300000000000000000e+02,1.071000000000000000e+03,1.093000000000000000e+03,1.100000000000000000e+03,1.104000000000000000e+03,1.106000000000000000e+03,1.128000000000000000e+03,1.149000000000000000e+03,1.188000000000000000e+03,1.275000000000000000e+03,1.335000000000000000e+03,1.403000000000000000e+03,1.452000000000000000e+03,1.513000000000000000e+03,1.528000000000000000e+03,1.558000000000000000e+03,1.604000000000000000e+03,1.684000000000000000e+03,1.895000000000000000e+03,1.998000000000000000e+03
1.590000000000000000e+02,1.910000000000000000e+02,2.130000000000000000e+02,2.450000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
1.000000000000000000e+00,1.150000000000000000e+02,1.480000000000000000e+02,1.590000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
2.400000000000000000e+01,1.150000000000000000e+02,1.480000000000000000e+02,1.590000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,7.550000000000000000e+02,7.680000000000000000e+02,8.280000000000000000e+02,8.300000000000000000e+02,1.071000000000000000e+03,1.093000000000000000e+03,1.093000000000000000e+03,1.100000000000000000e+03,1.104000000000000000e+03,1.106000000000000000e+03,1.128000000000000000e+03,1.128000000000000000e+03,1.149000000000000000e+03,1.149000000000000000e+03,1.188000000000000000e+03,1.188000000000000000e+03,1.275000000000000000e+03,1.452000000000000000e+03,1.558000000000000000e+03,1.604000000000000000e+03,1.684000000000000000e+03,1.895000000000000000e+03,1.998000000000000000e+03
1.000000000000000000e+00,7.900000000000000000e+01,1.130000000000000000e+02,1.440000000000000000e+02,1.710000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,5.170000000000000000e+02,6.480000000000000000e+02,7.380000000000000000e+02,7.460000000000000000e+02,7.470000000000000000e+02,1.108000000000000000e+03,1.113000000000000000e+03,1.117000000000000000e+03,1.141000000000000000e+03,1.169000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
1.000000000000000000e+00,7.900000000000000000e+01,1.130000000000000000e+02,1.440000000000000000e+02,1.710000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,5.170000000000000000e+02,6.480000000000000000e+02,7.380000000000000000e+02,7.460000000000000000e+02,7.470000000000000000e+02,1.108000000000000000e+03,1.113000000000000000e+03,1.117000000000000000e+03,1.141000000000000000e+03,1.169000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
2.400000000000000000e+01,1.150000000000000000e+02,1.480000000000000000e+02,1.590000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
2.400000000000000000e+01,1.150000000000000000e+02,1.480000000000000000e+02,1.590000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
2.400000000000000000e+01,1.150000000000000000e+02,1.480000000000000000e+02,1.590000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
2.400000000000000000e+01,1.150000000000000000e+02,1.480000000000000000e+02,1.590000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
2.400000000000000000e+01,1.150000000000000000e+02,1.590000000000000000e+02,2.130000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
4.800000000000000000e+01,8.500000000000000000e+01,3.610000000000000000e+02,4.120000000000000000e+02,5.690000000000000000e+02,6.590000000000000000e+02,7.340000000000000000e+02,7.550000000000000000e+02,7.680000000000000000e+02,8.280000000000000000e+02,8.300000000000000000e+02,1.071000000000000000e+03,1.093000000000000000e+03,1.093000000000000000e+03,1.100000000000000000e+03,1.104000000000000000e+03,1.106000000000000000e+03,1.128000000000000000e+03,1.149000000000000000e+03,1.149000000000000000e+03,1.188000000000000000e+03,1.281000000000000000e+03,1.450000000000000000e+03,1.513000000000000000e+03,1.528000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
4.800000000000000000e+01,8.500000000000000000e+01,3.610000000000000000e+02,4.120000000000000000e+02,5.690000000000000000e+02,6.590000000000000000e+02,7.340000000000000000e+02,7.550000000000000000e+02,7.680000000000000000e+02,8.280000000000000000e+02,8.300000000000000000e+02,1.071000000000000000e+03,1.100000000000000000e+03,1.104000000000000000e+03,1.106000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.275000000000000000e+03,1.281000000000000000e+03,1.335000000000000000e+03,1.369000000000000000e+03,1.403000000000000000e+03,1.450000000000000000e+03,1.513000000000000000e+03,1.528000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
4.800000000000000000e+01,8.500000000000000000e+01,3.610000000000000000e+02,4.120000000000000000e+02,5.690000000000000000e+02,6.590000000000000000e+02,7.340000000000000000e+02,7.550000000000000000e+02,7.680000000000000000e+02,8.280000000000000000e+02,8.300000000000000000e+02,1.071000000000000000e+03,1.100000000000000000e+03,1.104000000000000000e+03,1.106000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.275000000000000000e+03,1.281000000000000000e+03,1.335000000000000000e+03,1.369000000000000000e+03,1.403000000000000000e+03,1.450000000000000000e+03,1.513000000000000000e+03,1.528000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
5.600000000000000000e+01,8.800000000000000000e+01,1.360000000000000000e+02,1.610000000000000000e+02,2.670000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
5.600000000000000000e+01,8.800000000000000000e+01,1.360000000000000000e+02,1.610000000000000000e+02,2.670000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
5.600000000000000000e+01,8.800000000000000000e+01,1.360000000000000000e+02,1.610000000000000000e+02,2.670000000000000000e+02,2.680000000000000000e+02,3.230000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
5.600000000000000000e+01,8.800000000000000000e+01,1.360000000000000000e+02,1.610000000000000000e+02,2.670000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
5.600000000000000000e+01,8.800000000000000000e+01,1.360000000000000000e+02,1.610000000000000000e+02,2.670000000000000000e+02,2.680000000000000000e+02,3.230000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.071000000000000000e+03,1.093000000000000000e+03,1.093000000000000000e+03,1.128000000000000000e+03,1.149000000000000000e+03,1.188000000000000000e+03,1.452000000000000000e+03,1.558000000000000000e+03,1.604000000000000000e+03,1.684000000000000000e+03,1.895000000000000000e+03,1.998000000000000000e+03
5.600000000000000000e+01,8.800000000000000000e+01,1.360000000000000000e+02,1.610000000000000000e+02,2.670000000000000000e+02,3.350000000000000000e+02,3.360000000000000000e+02,3.840000000000000000e+02,4.210000000000000000e+02,4.560000000000000000e+02,6.270000000000000000e+02,8.210000000000000000e+02,8.320000000000000000e+02,8.760000000000000000e+02,1.018000000000000000e+03,1.033000000000000000e+03,1.086000000000000000e+03,1.117000000000000000e+03,1.253000000000000000e+03,1.281000000000000000e+03,1.322000000000000000e+03,1.369000000000000000e+03,1.431000000000000000e+03,1.450000000000000000e+03,1.481000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
1.000000000000000000e+00,7.900000000000000000e+01,1.130000000000000000e+02,2.450000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,5.170000000000000000e+02,6.480000000000000000e+02,8.320000000000000000e+02,8.760000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.018000000000000000e+03,1.033000000000000000e+03,1.043000000000000000e+03,1.086000000000000000e+03,1.093000000000000000e+03,1.322000000000000000e+03,1.431000000000000000e+03,1.481000000000000000e+03,1.656000000000000000e+03,1.667000000000000000e+03,1.760000000000000000e+03,1.791000000000000000e+03,1.823000000000000000e+03,1.998000000000000000e+03
2.400000000000000000e+01,1.150000000000000000e+02,3.540000000000000000e+02,3.610000000000000000e+02,4.120000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,5.690000000000000000e+02,6.060000000000000000e+02,6.590000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
1.590000000000000000e+02,1.910000000000000000e+02,2.130000000000000000e+02,2.450000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.230000000000000000e+02,4.250000000000000000e+02,4.280000000000000000e+02,5.180000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.950000000000000000e+02,7.980000000000000000e+02,8.300000000000000000e+02,8.530000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.093000000000000000e+03,1.128000000000000000e+03,1.149000000000000000e+03,1.188000000000000000e+03,1.668000000000000000e+03,1.731000000000000000e+03,1.741000000000000000e+03,1.804000000000000000e+03,1.895000000000000000e+03,1.912000000000000000e+03
2.400000000000000000e+01,1.150000000000000000e+02,1.480000000000000000e+02,1.590000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,7.550000000000000000e+02,7.680000000000000000e+02,8.280000000000000000e+02,8.300000000000000000e+02,1.071000000000000000e+03,1.093000000000000000e+03,1.093000000000000000e+03,1.100000000000000000e+03,1.104000000000000000e+03,1.106000000000000000e+03,1.128000000000000000e+03,1.128000000000000000e+03,1.149000000000000000e+03,1.149000000000000000e+03,1.188000000000000000e+03,1.188000000000000000e+03,1.275000000000000000e+03,1.452000000000000000e+03,1.558000000000000000e+03,1.604000000000000000e+03,1.684000000000000000e+03,1.895000000000000000e+03,1.998000000000000000e+03
2.400000000000000000e+01,1.150000000000000000e+02,1.480000000000000000e+02,1.590000000000000000e+02,2.570000000000000000e+02,2.680000000000000000e+02,3.540000000000000000e+02,4.140000000000000000e+02,4.690000000000000000e+02,4.960000000000000000e+02,6.060000000000000000e+02,7.880000000000000000e+02,7.980000000000000000e+02,8.430000000000000000e+02,8.500000000000000000e+02,8.960000000000000000e+02,9.320000000000000000e+02,9.900000000000000000e+02,1.043000000000000000e+03,1.108000000000000000e+03,1.200000000000000000e+03,1.218000000000000000e+03,1.281000000000000000e+03,1.369000000000000000e+03,1.450000000000000000e+03,1.536000000000000000e+03,1.647000000000000000e+03,1.677000000000000000e+03,1.701000000000000000e+03,1.762000000000000000e+03
