3.100000000000000000e+01,1.340000000000000000e+02,3.850000000000000000e+02,6.840000000000000000e+02,7.480000000000000000e+02,7.760000000000000000e+02,8.070000000000000000e+02,8.940000000000000000e+02,1.184000000000000000e+03,1.208000000000000000e+03,1.243000000000000000e+03,1.261000000000000000e+03,1.362000000000000000e+03,1.380000000000000000e+03,1.595000000000000000e+03,1.707000000000000000e+03,1.708000000000000000e+03,1.875000000000000000e+03,1.935000000000000000e+03,1.990000000000000000e+03
1.430000000000000000e+02,2.260000000000000000e+02,4.980000000000000000e+02,5.420000000000000000e+02,5.710000000000000000e+02,5.720000000000000000e+02,5.730000000000000000e+02,6.850000000000000000e+02,7.070000000000000000e+02,7.410000000000000000e+02,9.200000000000000000e+02,9.820000000000000000e+02,9.970000000000000000e+02,1.195000000000000000e+03,1.370000000000000000e+03,1.523000000000000000e+03,1.789000000000000000e+03,1.845000000000000000e+03,1.955000000000000000e+03,1.958000000000000000e+03
6.200000000000000000e+01,1.020000000000000000e+02,1.330000000000000000e+02,3.440000000000000000e+02,4.090000000000000000e+02,4.860000000000000000e+02,5.160000000000000000e+02,7.070000000000000000e+02,7.410000000000000000e+02,8.370000000000000000e+02,9.200000000000000000e+02,9.820000000000000000e+02,9.970000000000000000e+02,1.195000000000000000e+03,1.370000000000000000e+03,1.523000000000000000e+03,1.789000000000000000e+03,1.845000000000000000e+03,1.955000000000000000e+03,1.958000000000000000e+03
8.700000000000000000e+01,2.060000000000000000e+02,2.490000000000000000e+02,3.500000000000000000e+02,3.790000000000000000e+02,3.940000000000000000e+02,4.390000000000000000e+02,7.590000000000000000e+02,7.670000000000000000e+02,7.750000000000000000e+02,8.360000000000000000e+02,9.290000000000000000e+02,1.053000000000000000e+03,1.151000000000000000e+03,1.206000000000000000e+03,1.248000000000000000e+03,1.460000000000000000e+03,1.537000000000000000e+03,1.750000000000000000e+03,1.830000000000000000e+03
8.700000000000000000e+01,2.060000000000000000e+02,2.490000000000000000e+02,3.500000000000000000e+02,3.790000000000000000e+02,3.940000000000000000e+02,4.390000000000000000e+02,7.590000000000000000e+02,7.670000000000000000e+02,7.750000000000000000e+02,8.360000000000000000e+02,9.290000000000000000e+02,1.053000000000000000e+03,1.151000000000000000e+03,1.206000000000000000e+03,1.248000000000000000e+03,1.460000000000000000e+03,1.537000000000000000e+03,1.750000000000000000e+03,1.830000000000000000e+03
1.600000000000000000e+01,2.500000000000000000e+01,1.200000000000000000e+02,3.350000000000000000e+02,5.860000000000000000e+02,6.900000000000000000e+02,8.350000000000000000e+02,8.490000000000000000e+02,1.071000000000000000e+03,1.087000000000000000e+03,1.089000000000000000e+03,1.147000000000000000e+03,1.229000000000000000e+03,1.312000000000000000e+03,1.377000000000000000e+03,1.515000000000000000e+03,1.532000000000000000e+03,1.542000000000000000e+03,1.832000000000000000e+03,1.908000000000000000e+03
7.300000000000000000e+01,8.300000000000000000e+01,1.930000000000000000e+02,4.460000000000000000e+02,4.700000000000000000e+02,7.150000000000000000e+02,7.370000000000000000e+02,7.410000000000000000e+02,8.020000000000000000e+02,8.760000000000000000e+02,1.079000000000000000e+03,1.095000000000000000e+03,1.292000000000000000e+03,1.319000000000000000e+03,1.547000000000000000e+03,1.596000000000000000e+03,1.658000000000000000e+03,1.777000000000000000e+03,1.939000000000000000e+03,1.986000000000000000e+03
7.300000000000000000e+01,8.300000000000000000e+01,1.930000000000000000e+02,4.460000000000000000e+02,4.700000000000000000e+02,7.150000000000000000e+02,7.370000000000000000e+02,7.410000000000000000e+02,8.020000000000000000e+02,8.760000000000000000e+02,1.079000000000000000e+03,1.095000000000000000e+03,1.292000000000000000e+03,1.319000000000000000e+03,1.547000000000000000e+03,1.596000000000000000e+03,1.658000000000000000e+03,1.777000000000000000e+03,1.939000000000000000e+03,1.986000000000000000e+03
7.300000000000000000e+01,8.300000000000000000e+01,1.930000000000000000e+02,4.460000000000000000e+02,4.700000000000000000e+02,7.150000000000000000e+02,7.370000000000000000e+02,7.410000000000000000e+02,8.020000000000000000e+02,8.760000000000000000e+02,9.300000000000000000e+02,9.660000000000000000e+02,1.292000000000000000e+03,1.319000000000000000e+03,1.547000000000000000e+03,1.596000000000000000e+03,1.658000000000000000e+03,1.777000000000000000e+03,1.939000000000000000e+03,1.986000000000000000e+03
4.200000000000000000e+01,1.060000000000000000e+02,1.310000000000000000e+02,3.480000000000000000e+02,4.520000000000000000e+02,5.030000000000000000e+02,6.060000000000000000e+02,7.100000000000000000e+02,7.440000000000000000e+02,8.370000000000000000e+02,9.120000000000000000e+02,1.160000000000000000e+03,1.277000000000000000e+03,1.296000000000000000e+03,1.543000000000000000e+03,1.577000000000000000e+03,1.594000000000000000e+03,1.896000000000000000e+03,1.920000000000000000e+03,1.997000000000000000e+03
3.100000000000000000e+01,3.050000000000000000e+02,5.160000000000000000e+02,5.300000000000000000e+02,6.080000000000000000e+02,6.470000000000000000e+02,6.560000000000000000e+02,8.270000000000000000e+02,9.650000000000000000e+02,1.026000000000000000e+03,1.079000000000000000e+03,1.095000000000000000e+03,1.568000000000000000e+03,1.717000000000000000e+03,1.760000000000000000e+03,1.854000000000000000e+03,1.855000000000000000e+03,1.907000000000000000e+03,1.958000000000000000e+03,1.997000000000000000e+03
1.120000000000000000e+02,1.460000000000000000e+02,3.320000000000000000e+02,4.310000000000000000e+02,6.390000000000000000e+02,1.028000000000000000e+03,1.051000000000000000e+03,1.195000000000000000e+03,1.296000000000000000e+03,1.391000000000000000e+03,1.476000000000000000e+03,1.489000000000000000e+03,1.512000000000000000e+03,1.554000000000000000e+03,1.616000000000000000e+03,1.698000000000000000e+03,1.822000000000000000e+03,1.904000000000000000e+03,1.913000000000000000e+03,1.951000000000000000e+03
6.200000000000000000e+01,1.020000000000000000e+02,1.330000000000000000e+02,3.440000000000000000e+02,4.090000000000000000e+02,4.860000000000000000e+02,5.160000000000000000e+02,8.370000000000000000e+02,9.380000000000000000e+02,1.009000000000000000e+03,1.082000000000000000e+03,1.197000000000000000e+03,1.336000000000000000e+03,1.375000000000000000e+03,1.395000000000000000e+03,1.501000000000000000e+03,1.639000000000000000e+03,1.655000000000000000e+03,1.707000000000000000e+03,1.920000000000000000e+03
8.300000000000000000e+01,2.050000000000000000e+02,2.780000000000000000e+02,4.220000000000000000e+02,4.310000000000000000e+02,4.610000000000000000e+02,4.860000000000000000e+02,8.490000000000000000e+02,9.160000000000000000e+02,1.062000000000000000e+03,1.071000000000000000e+03,1.087000000000000000e+03,1.089000000000000000e+03,1.147000000000000000e+03,1.175000000000000000e+03,1.181000000000000000e+03,1.229000000000000000e+03,1.233000000000000000e+03,1.450000000000000000e+03,1.905000000000000000e+03
1.990000000000000000e+02,2.910000000000000000e+02,2.930000000000000000e+02,3.490000000000000000e+02,5.060000000000000000e+02,6.130000000000000000e+02,7.630000000000000000e+02,9.670000000000000000e+02,9.860000000000000000e+02,1.079000000000000000e+03,1.181000000000000000e+03,1.251000000000000000e+03,1.269000000000000000e+03,1.399000000000000000e+03,1.423000000000000000e+03,1.500000000000000000e+03,1.510000000000000000e+03,1.586000000000000000e+03,1.892000000000000000e+03,1.935000000000000000e+03
1.970000000000000000e+02,2.400000000000000000e+02,2.420000000000000000e+02,3.450000000000000000e+02,5.820000000000000000e+02,6.590000000000000000e+02,6.610000000000000000e+02,7.440000000000000000e+02,8.370000000000000000e+02,9.120000000000000000e+02,9.520000000000000000e+02,1.160000000000000000e+03,1.277000000000000000e+03,1.296000000000000000e+03,1.543000000000000000e+03,1.577000000000000000e+03,1.594000000000000000e+03,1.896000000000000000e+03,1.920000000000000000e+03,1.997000000000000000e+03
7.200000000000000000e+01,8.500000000000000000e+01,1.630000000000000000e+02,2.440000000000000000e+02,3.260000000000000000e+02,6.520000000000000000e+02,6.960000000000000000e+02,1.076000000000000000e+03,1.127000000000000000e+03,1.230000000000000000e+03,1.234000000000000000e+03,1.544000000000000000e+03,1.570000000000000000e+03,1.577000000000000000e+03,1.657000000000000000e+03,1.750000000000000000e+03,1.764000000000000000e+03,1.826000000000000000e+03,1.855000000000000000e+03,1.918000000000000000e+03
7.200000000000000000e+01,8.500000000000000000e+01,1.630000000000000000e+02,2.440000000000000000e+02,3.260000000000000000e+02,6.520000000000000000e+02,6.960000000000000000e+02,1.076000000000000000e+03,1.127000000000000000e+03,1.230000000000000000e+03,1.234000000000000000e+03,1.544000000000000000e+03,1.570000000000000000e+03,1.577000000000000000e+03,1.657000000000000000e+03,1.750000000000000000e+03,1.764000000000000000e+03,1.826000000000000000e+03,1.855000000000000000e+03,1.918000000000000000e+03
1.800000000000000000e+01,6.200000000000000000e+01,8.400000000000000000e+01,1.430000000000000000e+02,3.510000000000000000e+02,4.940000000000000000e+02,5.850000000000000000e+02,6.410000000000000000e+02,7.200000000000000000e+02,7.290000000000000000e+02,7.880000000000000000e+02,1.030000000000000000e+03,1.234000000000000000e+03,1.356000000000000000e+03,1.370000000000000000e+03,1.404000000000000000e+03,1.538000000000000000e+03,1.692000000000000000e+03,1.778000000000000000e+03,1.934000000000000000e+03
1.800000000000000000e+01,6.200000000000000000e+01,8.400000000000000000e+01,1.430000000000000000e+02,3.510000000000000000e+02,4.940000000000000000e+02,5.850000000000000000e+02,6.410000000000000000e+02,7.200000000000000000e+02,7.290000000000000000e+02,7.880000000000000000e+02,1.030000000000000000e+03,1.234000000000000000e+03,1.356000000000000000e+03,1.370000000000000000e+03,1.404000000000000000e+03,1.538000000000000000e+03,1.692000000000000000e+03,1.778000000000000000e+03,1.934000000000000000e+03
