1.190000000000000000e+02,1.006000000000000000e+03,1.173000000000000000e+03,1.445000000000000000e+03,1.736000000000000000e+03
6.130000000000000000e+02,9.750000000000000000e+02,1.222000000000000000e+03,1.466000000000000000e+03,1.931000000000000000e+03
6.130000000000000000e+02,9.750000000000000000e+02,1.222000000000000000e+03,1.466000000000000000e+03,1.931000000000000000e+03
3.590000000000000000e+02,4.880000000000000000e+02,9.650000000000000000e+02,1.330000000000000000e+03,1.450000000000000000e+03
3.720000000000000000e+02,8.590000000000000000e+02,9.190000000000000000e+02,1.205000000000000000e+03,1.877000000000000000e+03
3.720000000000000000e+02,8.590000000000000000e+02,9.190000000000000000e+02,1.205000000000000000e+03,1.877000000000000000e+03
4.890000000000000000e+02,6.590000000000000000e+02,1.043000000000000000e+03,1.086000000000000000e+03,1.255000000000000000e+03
1.380000000000000000e+02,1.940000000000000000e+02,1.140000000000000000e+03,1.140000000000000000e+03,1.803000000000000000e+03
1.380000000000000000e+02,1.940000000000000000e+02,1.140000000000000000e+03,1.140000000000000000e+03,1.803000000000000000e+03
1.570000000000000000e+02,1.079000000000000000e+03,1.325000000000000000e+03,1.414000000000000000e+03,1.553000000000000000e+03
1.570000000000000000e+02,1.079000000000000000e+03,1.325000000000000000e+03,1.414000000000000000e+03,1.553000000000000000e+03
1.630000000000000000e+02,3.180000000000000000e+02,1.179000000000000000e+03,1.749000000000000000e+03,1.983000000000000000e+03
1.630000000000000000e+02,3.180000000000000000e+02,1.179000000000000000e+03,1.749000000000000000e+03,1.983000000000000000e+03
4.810000000000000000e+02,6.270000000000000000e+02,6.590000000000000000e+02,6.590000000000000000e+02,1.213000000000000000e+03
1.570000000000000000e+02,6.410000000000000000e+02,9.750000000000000000e+02,1.254000000000000000e+03,1.983000000000000000e+03
2.500000000000000000e+02,8.430000000000000000e+02,1.116000000000000000e+03,1.140000000000000000e+03,1.763000000000000000e+03
2.500000000000000000e+02,8.430000000000000000e+02,1.116000000000000000e+03,1.140000000000000000e+03,1.763000000000000000e+03
9.520000000000000000e+02,1.065000000000000000e+03,1.719000000000000000e+03,1.803000000000000000e+03,1.923000000000000000e+03
9.520000000000000000e+02,1.065000000000000000e+03,1.719000000000000000e+03,1.803000000000000000e+03,1.923000000000000000e+03
9.520000000000000000e+02,1.065000000000000000e+03,1.719000000000000000e+03,1.803000000000000000e+03,1.923000000000000000e+03
5.100000000000000000e+01,6.100000000000000000e+01,4.600000000000000000e+02,1.512000000000000000e+03,1.713000000000000000e+03
5.100000000000000000e+01,6.100000000000000000e+01,4.600000000000000000e+02,1.512000000000000000e+03,1.713000000000000000e+03
3.490000000000000000e+02,5.320000000000000000e+02,1.409000000000000000e+03,1.549000000000000000e+03,1.749000000000000000e+03
1.050000000000000000e+02,5.320000000000000000e+02,9.750000000000000000e+02,1.244000000000000000e+03,1.549000000000000000e+03
1.050000000000000000e+02,5.320000000000000000e+02,9.750000000000000000e+02,1.244000000000000000e+03,1.549000000000000000e+03
1.200000000000000000e+02,8.100000000000000000e+02,1.231000000000000000e+03,1.556000000000000000e+03,1.556000000000000000e+03
1.200000000000000000e+02,8.100000000000000000e+02,1.231000000000000000e+03,1.556000000000000000e+03,1.556000000000000000e+03
6.100000000000000000e+01,7.600000000000000000e+02,7.740000000000000000e+02,1.179000000000000000e+03,1.439000000000000000e+03
6.100000000000000000e+01,7.600000000000000000e+02,7.740000000000000000e+02,1.179000000000000000e+03,1.439000000000000000e+03
1.770000000000000000e+02,2.560000000000000000e+02,4.280000000000000000e+02,9.240000000000000000e+02,1.244000000000000000e+03
3.720000000000000000e+02,8.590000000000000000e+02,9.190000000000000000e+02,1.205000000000000000e+03,1.877000000000000000e+03
1.380000000000000000e+02,1.940000000000000000e+02,1.140000000000000000e+03,1.140000000000000000e+03,1.803000000000000000e+03
4.810000000000000000e+02,6.270000000000000000e+02,6.590000000000000000e+02,1.254000000000000000e+03,1.983000000000000000e+03
2.500000000000000000e+02,8.430000000000000000e+02,1.116000000000000000e+03,1.140000000000000000e+03,1.763000000000000000e+03
1.570000000000000000e+02,4.600000000000000000e+02,1.079000000000000000e+03,1.512000000000000000e+03,1.713000000000000000e+03
1.380000000000000000e+02,1.940000000000000000e+02,1.140000000000000000e+03,1.140000000000000000e+03,1.803000000000000000e+03
2.500000000000000000e+02,8.430000000000000000e+02,1.116000000000000000e+03,1.140000000000000000e+03,1.983000000000000000e+03
9.520000000000000000e+02,1.065000000000000000e+03,1.719000000000000000e+03,1.803000000000000000e+03,1.923000000000000000e+03
5.100000000000000000e+01,6.100000000000000000e+01,1.179000000000000000e+03,1.749000000000000000e+03,1.983000000000000000e+03
