7.000000000000000000e+00,3.700000000000000000e+01,6.000000000000000000e+01,8.100000000000000000e+01,9.600000000000000000e+01,1.140000000000000000e+02,1.270000000000000000e+02,1.510000000000000000e+02,1.560000000000000000e+02,2.190000000000000000e+02,2.580000000000000000e+02,2.740000000000000000e+02,3.180000000000000000e+02,3.800000000000000000e+02,4.420000000000000000e+02,4.590000000000000000e+02,6.190000000000000000e+02,6.210000000000000000e+02,7.440000000000000000e+02,7.520000000000000000e+02,7.600000000000000000e+02,7.720000000000000000e+02,8.030000000000000000e+02,8.120000000000000000e+02,8.580000000000000000e+02,1.037000000000000000e+03,1.040000000000000000e+03,1.057000000000000000e+03,1.075000000000000000e+03,1.088000000000000000e+03,1.115000000000000000e+03,1.128000000000000000e+03,1.156000000000000000e+03,1.258000000000000000e+03,1.326000000000000000e+03,1.328000000000000000e+03,1.331000000000000000e+03,1.344000000000000000e+03,1.395000000000000000e+03,1.510000000000000000e+03,1.521000000000000000e+03,1.591000000000000000e+03,1.700000000000000000e+03,1.701000000000000000e+03,1.708000000000000000e+03,1.799000000000000000e+03,1.838000000000000000e+03,1.934000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
1.400000000000000000e+01,2.200000000000000000e+01,9.600000000000000000e+01,1.140000000000000000e+02,1.200000000000000000e+02,1.230000000000000000e+02,1.270000000000000000e+02,1.510000000000000000e+02,1.560000000000000000e+02,2.190000000000000000e+02,2.330000000000000000e+02,2.580000000000000000e+02,2.740000000000000000e+02,3.180000000000000000e+02,4.420000000000000000e+02,4.590000000000000000e+02,5.080000000000000000e+02,5.390000000000000000e+02,5.390000000000000000e+02,5.940000000000000000e+02,7.560000000000000000e+02,8.030000000000000000e+02,8.120000000000000000e+02,8.580000000000000000e+02,9.080000000000000000e+02,9.890000000000000000e+02,1.001000000000000000e+03,1.028000000000000000e+03,1.036000000000000000e+03,1.122000000000000000e+03,1.156000000000000000e+03,1.258000000000000000e+03,1.303000000000000000e+03,1.328000000000000000e+03,1.360000000000000000e+03,1.490000000000000000e+03,1.510000000000000000e+03,1.521000000000000000e+03,1.551000000000000000e+03,1.591000000000000000e+03,1.654000000000000000e+03,1.739000000000000000e+03,1.773000000000000000e+03,1.787000000000000000e+03,1.793000000000000000e+03,1.793000000000000000e+03,1.836000000000000000e+03,1.890000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
9.600000000000000000e+01,1.460000000000000000e+02,2.050000000000000000e+02,2.740000000000000000e+02,2.810000000000000000e+02,3.220000000000000000e+02,3.250000000000000000e+02,3.460000000000000000e+02,3.880000000000000000e+02,3.970000000000000000e+02,4.420000000000000000e+02,4.590000000000000000e+02,5.190000000000000000e+02,6.030000000000000000e+02,6.190000000000000000e+02,6.210000000000000000e+02,7.440000000000000000e+02,7.490000000000000000e+02,7.720000000000000000e+02,7.990000000000000000e+02,8.570000000000000000e+02,8.790000000000000000e+02,8.930000000000000000e+02,9.030000000000000000e+02,1.001000000000000000e+03,1.075000000000000000e+03,1.077000000000000000e+03,1.088000000000000000e+03,1.126000000000000000e+03,1.153000000000000000e+03,1.172000000000000000e+03,1.193000000000000000e+03,1.314000000000000000e+03,1.326000000000000000e+03,1.331000000000000000e+03,1.395000000000000000e+03,1.496000000000000000e+03,1.510000000000000000e+03,1.510000000000000000e+03,1.521000000000000000e+03,1.551000000000000000e+03,1.591000000000000000e+03,1.700000000000000000e+03,1.708000000000000000e+03,1.799000000000000000e+03,1.811000000000000000e+03,1.838000000000000000e+03,1.934000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
3.500000000000000000e+01,1.460000000000000000e+02,1.760000000000000000e+02,2.740000000000000000e+02,2.810000000000000000e+02,3.220000000000000000e+02,3.250000000000000000e+02,3.460000000000000000e+02,3.880000000000000000e+02,3.970000000000000000e+02,3.990000000000000000e+02,5.380000000000000000e+02,5.430000000000000000e+02,6.880000000000000000e+02,6.970000000000000000e+02,7.620000000000000000e+02,7.830000000000000000e+02,8.960000000000000000e+02,9.030000000000000000e+02,1.001000000000000000e+03,1.028000000000000000e+03,1.036000000000000000e+03,1.075000000000000000e+03,1.088000000000000000e+03,1.115000000000000000e+03,1.122000000000000000e+03,1.126000000000000000e+03,1.126000000000000000e+03,1.153000000000000000e+03,1.172000000000000000e+03,1.188000000000000000e+03,1.193000000000000000e+03,1.314000000000000000e+03,1.326000000000000000e+03,1.331000000000000000e+03,1.395000000000000000e+03,1.446000000000000000e+03,1.496000000000000000e+03,1.510000000000000000e+03,1.521000000000000000e+03,1.551000000000000000e+03,1.591000000000000000e+03,1.700000000000000000e+03,1.701000000000000000e+03,1.708000000000000000e+03,1.799000000000000000e+03,1.811000000000000000e+03,1.838000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
3.500000000000000000e+01,1.110000000000000000e+02,1.460000000000000000e+02,1.760000000000000000e+02,2.740000000000000000e+02,2.810000000000000000e+02,3.180000000000000000e+02,3.220000000000000000e+02,3.220000000000000000e+02,3.250000000000000000e+02,3.800000000000000000e+02,3.880000000000000000e+02,3.970000000000000000e+02,4.420000000000000000e+02,4.590000000000000000e+02,6.210000000000000000e+02,7.710000000000000000e+02,7.830000000000000000e+02,8.960000000000000000e+02,9.030000000000000000e+02,1.001000000000000000e+03,1.028000000000000000e+03,1.036000000000000000e+03,1.075000000000000000e+03,1.088000000000000000e+03,1.115000000000000000e+03,1.115000000000000000e+03,1.122000000000000000e+03,1.126000000000000000e+03,1.126000000000000000e+03,1.153000000000000000e+03,1.172000000000000000e+03,1.193000000000000000e+03,1.314000000000000000e+03,1.326000000000000000e+03,1.331000000000000000e+03,1.395000000000000000e+03,1.510000000000000000e+03,1.521000000000000000e+03,1.521000000000000000e+03,1.551000000000000000e+03,1.551000000000000000e+03,1.591000000000000000e+03,1.700000000000000000e+03,1.799000000000000000e+03,1.811000000000000000e+03,1.838000000000000000e+03,1.934000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
3.500000000000000000e+01,1.760000000000000000e+02,2.740000000000000000e+02,2.810000000000000000e+02,3.220000000000000000e+02,3.250000000000000000e+02,3.390000000000000000e+02,3.460000000000000000e+02,3.460000000000000000e+02,3.880000000000000000e+02,3.970000000000000000e+02,3.990000000000000000e+02,5.380000000000000000e+02,5.430000000000000000e+02,6.880000000000000000e+02,6.970000000000000000e+02,7.620000000000000000e+02,7.830000000000000000e+02,8.960000000000000000e+02,9.030000000000000000e+02,1.001000000000000000e+03,1.028000000000000000e+03,1.036000000000000000e+03,1.075000000000000000e+03,1.088000000000000000e+03,1.115000000000000000e+03,1.122000000000000000e+03,1.126000000000000000e+03,1.126000000000000000e+03,1.153000000000000000e+03,1.172000000000000000e+03,1.188000000000000000e+03,1.193000000000000000e+03,1.314000000000000000e+03,1.326000000000000000e+03,1.331000000000000000e+03,1.395000000000000000e+03,1.510000000000000000e+03,1.521000000000000000e+03,1.551000000000000000e+03,1.591000000000000000e+03,1.700000000000000000e+03,1.701000000000000000e+03,1.708000000000000000e+03,1.799000000000000000e+03,1.811000000000000000e+03,1.838000000000000000e+03,1.934000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
3.500000000000000000e+01,1.110000000000000000e+02,1.460000000000000000e+02,1.760000000000000000e+02,2.740000000000000000e+02,2.810000000000000000e+02,3.220000000000000000e+02,3.250000000000000000e+02,3.460000000000000000e+02,3.880000000000000000e+02,3.970000000000000000e+02,3.990000000000000000e+02,5.380000000000000000e+02,5.430000000000000000e+02,6.880000000000000000e+02,6.970000000000000000e+02,7.620000000000000000e+02,7.830000000000000000e+02,8.960000000000000000e+02,9.030000000000000000e+02,1.001000000000000000e+03,1.028000000000000000e+03,1.036000000000000000e+03,1.075000000000000000e+03,1.088000000000000000e+03,1.115000000000000000e+03,1.122000000000000000e+03,1.126000000000000000e+03,1.126000000000000000e+03,1.153000000000000000e+03,1.172000000000000000e+03,1.188000000000000000e+03,1.193000000000000000e+03,1.314000000000000000e+03,1.326000000000000000e+03,1.331000000000000000e+03,1.395000000000000000e+03,1.510000000000000000e+03,1.521000000000000000e+03,1.551000000000000000e+03,1.591000000000000000e+03,1.700000000000000000e+03,1.701000000000000000e+03,1.708000000000000000e+03,1.799000000000000000e+03,1.811000000000000000e+03,1.838000000000000000e+03,1.934000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
3.500000000000000000e+01,1.460000000000000000e+02,1.760000000000000000e+02,2.740000000000000000e+02,2.810000000000000000e+02,3.220000000000000000e+02,3.250000000000000000e+02,3.460000000000000000e+02,3.880000000000000000e+02,3.970000000000000000e+02,3.990000000000000000e+02,5.380000000000000000e+02,5.430000000000000000e+02,6.880000000000000000e+02,6.970000000000000000e+02,7.620000000000000000e+02,7.830000000000000000e+02,8.960000000000000000e+02,9.030000000000000000e+02,1.001000000000000000e+03,1.028000000000000000e+03,1.036000000000000000e+03,1.075000000000000000e+03,1.088000000000000000e+03,1.115000000000000000e+03,1.122000000000000000e+03,1.126000000000000000e+03,1.126000000000000000e+03,1.153000000000000000e+03,1.172000000000000000e+03,1.188000000000000000e+03,1.193000000000000000e+03,1.314000000000000000e+03,1.326000000000000000e+03,1.331000000000000000e+03,1.395000000000000000e+03,1.496000000000000000e+03,1.510000000000000000e+03,1.521000000000000000e+03,1.551000000000000000e+03,1.591000000000000000e+03,1.700000000000000000e+03,1.701000000000000000e+03,1.708000000000000000e+03,1.799000000000000000e+03,1.811000000000000000e+03,1.838000000000000000e+03,1.934000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
7.000000000000000000e+00,1.110000000000000000e+02,1.460000000000000000e+02,1.760000000000000000e+02,2.740000000000000000e+02,2.810000000000000000e+02,3.220000000000000000e+02,3.250000000000000000e+02,3.460000000000000000e+02,3.880000000000000000e+02,3.970000000000000000e+02,3.990000000000000000e+02,4.620000000000000000e+02,5.380000000000000000e+02,5.430000000000000000e+02,6.880000000000000000e+02,6.970000000000000000e+02,7.620000000000000000e+02,7.830000000000000000e+02,9.030000000000000000e+02,1.001000000000000000e+03,1.028000000000000000e+03,1.036000000000000000e+03,1.075000000000000000e+03,1.088000000000000000e+03,1.115000000000000000e+03,1.122000000000000000e+03,1.126000000000000000e+03,1.153000000000000000e+03,1.172000000000000000e+03,1.188000000000000000e+03,1.193000000000000000e+03,1.314000000000000000e+03,1.326000000000000000e+03,1.331000000000000000e+03,1.395000000000000000e+03,1.496000000000000000e+03,1.510000000000000000e+03,1.521000000000000000e+03,1.551000000000000000e+03,1.591000000000000000e+03,1.700000000000000000e+03,1.701000000000000000e+03,1.708000000000000000e+03,1.799000000000000000e+03,1.811000000000000000e+03,1.838000000000000000e+03,1.934000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
3.500000000000000000e+01,1.110000000000000000e+02,1.460000000000000000e+02,1.760000000000000000e+02,2.740000000000000000e+02,2.810000000000000000e+02,3.220000000000000000e+02,3.250000000000000000e+02,3.460000000000000000e+02,3.880000000000000000e+02,3.970000000000000000e+02,3.990000000000000000e+02,5.380000000000000000e+02,5.430000000000000000e+02,6.880000000000000000e+02,6.970000000000000000e+02,7.830000000000000000e+02,8.960000000000000000e+02,9.030000000000000000e+02,1.001000000000000000e+03,1.028000000000000000e+03,1.036000000000000000e+03,1.075000000000000000e+03,1.088000000000000000e+03,1.115000000000000000e+03,1.122000000000000000e+03,1.126000000000000000e+03,1.126000000000000000e+03,1.153000000000000000e+03,1.172000000000000000e+03,1.188000000000000000e+03,1.193000000000000000e+03,1.264000000000000000e+03,1.314000000000000000e+03,1.326000000000000000e+03,1.331000000000000000e+03,1.395000000000000000e+03,1.510000000000000000e+03,1.521000000000000000e+03,1.551000000000000000e+03,1.591000000000000000e+03,1.700000000000000000e+03,1.701000000000000000e+03,1.708000000000000000e+03,1.799000000000000000e+03,1.811000000000000000e+03,1.838000000000000000e+03,1.934000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
3.500000000000000000e+01,1.110000000000000000e+02,1.460000000000000000e+02,1.760000000000000000e+02,2.740000000000000000e+02,2.810000000000000000e+02,3.220000000000000000e+02,3.250000000000000000e+02,3.460000000000000000e+02,3.880000000000000000e+02,3.970000000000000000e+02,4.420000000000000000e+02,4.590000000000000000e+02,6.030000000000000000e+02,6.190000000000000000e+02,6.210000000000000000e+02,7.440000000000000000e+02,7.720000000000000000e+02,7.990000000000000000e+02,8.570000000000000000e+02,8.790000000000000000e+02,8.930000000000000000e+02,9.030000000000000000e+02,1.001000000000000000e+03,1.075000000000000000e+03,1.077000000000000000e+03,1.088000000000000000e+03,1.115000000000000000e+03,1.126000000000000000e+03,1.128000000000000000e+03,1.156000000000000000e+03,1.258000000000000000e+03,1.328000000000000000e+03,1.344000000000000000e+03,1.435000000000000000e+03,1.462000000000000000e+03,1.491000000000000000e+03,1.510000000000000000e+03,1.510000000000000000e+03,1.521000000000000000e+03,1.551000000000000000e+03,1.591000000000000000e+03,1.700000000000000000e+03,1.708000000000000000e+03,1.799000000000000000e+03,1.811000000000000000e+03,1.838000000000000000e+03,1.934000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
3.500000000000000000e+01,1.110000000000000000e+02,1.460000000000000000e+02,2.740000000000000000e+02,2.810000000000000000e+02,3.220000000000000000e+02,3.250000000000000000e+02,3.460000000000000000e+02,3.880000000000000000e+02,3.970000000000000000e+02,4.420000000000000000e+02,4.590000000000000000e+02,5.190000000000000000e+02,6.030000000000000000e+02,6.190000000000000000e+02,6.210000000000000000e+02,7.440000000000000000e+02,7.720000000000000000e+02,7.990000000000000000e+02,8.570000000000000000e+02,8.790000000000000000e+02,8.930000000000000000e+02,9.030000000000000000e+02,1.001000000000000000e+03,1.075000000000000000e+03,1.077000000000000000e+03,1.088000000000000000e+03,1.115000000000000000e+03,1.126000000000000000e+03,1.128000000000000000e+03,1.156000000000000000e+03,1.258000000000000000e+03,1.328000000000000000e+03,1.344000000000000000e+03,1.435000000000000000e+03,1.462000000000000000e+03,1.491000000000000000e+03,1.510000000000000000e+03,1.510000000000000000e+03,1.521000000000000000e+03,1.591000000000000000e+03,1.700000000000000000e+03,1.701000000000000000e+03,1.708000000000000000e+03,1.799000000000000000e+03,1.811000000000000000e+03,1.838000000000000000e+03,1.934000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
3.500000000000000000e+01,1.110000000000000000e+02,1.460000000000000000e+02,1.460000000000000000e+02,1.760000000000000000e+02,2.740000000000000000e+02,2.810000000000000000e+02,3.180000000000000000e+02,3.210000000000000000e+02,3.220000000000000000e+02,3.460000000000000000e+02,3.880000000000000000e+02,3.970000000000000000e+02,4.420000000000000000e+02,6.190000000000000000e+02,6.210000000000000000e+02,7.440000000000000000e+02,7.720000000000000000e+02,7.990000000000000000e+02,1.001000000000000000e+03,1.028000000000000000e+03,1.036000000000000000e+03,1.075000000000000000e+03,1.088000000000000000e+03,1.115000000000000000e+03,1.122000000000000000e+03,1.126000000000000000e+03,1.126000000000000000e+03,1.172000000000000000e+03,1.188000000000000000e+03,1.193000000000000000e+03,1.303000000000000000e+03,1.360000000000000000e+03,1.374000000000000000e+03,1.403000000000000000e+03,1.455000000000000000e+03,1.521000000000000000e+03,1.521000000000000000e+03,1.534000000000000000e+03,1.551000000000000000e+03,1.591000000000000000e+03,1.700000000000000000e+03,1.701000000000000000e+03,1.708000000000000000e+03,1.799000000000000000e+03,1.811000000000000000e+03,1.838000000000000000e+03,1.934000000000000000e+03,1.943000000000000000e+03,1.950000000000000000e+03
